cb	mojikyo	entity	uni_flag	unicode	nor_unicode	des	nor	cx
08716						[打-丁+庠]		
08717	M060816		0	22C5A		[打-丁+風]		
08718	M012588		0	22CB8		[打-丁+鹵]		
08719	M012744		0	3A4D		[打-丁+策]		
08720						[打-丁+嗇]		
08721	M012784		0	3A52		[打-丁+禁]	擒	
08722	M013042		0	3A75		[打-丁+獻]		
08723	M012252		0	22B91		[打-丁+彔]	摝	
08724						[打-丁+廋]		
08725			0		22E95	[打-丁+夒]	擾	
08726						[旦/卄/不]		
08727			1	7536		[白-日+田]		
08728						[穴/勿/心]	窗	
08729	M025576		0	41AB		[穴/匆/心]	窗	
08730			1	4EBD		[企-止+、]		
08731						[企-止+凶]		
08732			0	23041		[企-止+文]		
08733	M028432		0	26350		[企-止+羊]	羍	
08734						[共-八+口]		
08735						[印-ㄗ+呆]		
08736	M008791		0	22059		[ㄆ/巾]		
08737						[向-口+┴]		
08738						[合-口+明]		
08739	M073801					[后-口+┬]		
08740						[口*(百-日+ㄎ)]	吁	
08741						[共/(百-日+ㄎ)]		
08742						[式-工+正]		
08743			0		377F	[旭-日+皮]	跛	
08744						[米/世/木]		
08745	M008790					[聿-干+巾]		
08746						[臼/一/八]		
08747	M030331		1		8219	[舌*舌*舌]	話	
08748	M045673		0	29C2B		[舛-夕+鬲]		
08749	M002892		1	5383		[色-巴+厂]		
08750	M033124		0	45BC		[虫*去*ㄗ]		
08751						[虫*束*頁]		
08752						[佞-女+矢]	侯	
08753	M001887		0	34DD		[利-禾+井]		
08754	M001947		0	206EA		[利-禾+兆]		
08755			0	20701		[利-禾+夷]		
08756	M001946		0	206E9		[利-禾+糸]		
08757	M002089		0	20764		[利-禾+重]		
08758						[吮-儿+友]		
08759						[夾-大+未]	來	
08760	M028844		0	264B1		[孝-子+丁]	考	
08761						[孛-子+巾]	帝	
08762	M007056		1		5B82	[宋-木+儿]		
08763	M007159		0	3758		[宋-木+言]		
08764			0	3761		[宋-木+取]		
08765						[宋-木+屈]		
08766						[宋-木+原]		
08767						[宋-木+羔]		
08768						[宋-木+祋]		
08769			0	21949		[希-巾+子]		
08770	M077661					[序-予+千]	宇	
08771						[序-予+申]	庚	
08772			0	2222B		[序-予+辰]	振	
08773	M009414		0	22268		[序-予+剌]		
08774	M009401		0	22260		[序-予+禹]	宇	
08775	M056027		1	5EBF		[序-予+苗]	廟	
08776			0	2228F		[序-予+挈]	掣	
08777						[序-予+婪]		
08778	M009500		0	222C0		[序-予+訾]	訾	
08779			0	386F		[序-予+乇]		
08780						[廷-壬+手]	廷	
08781						[廷-壬+頁]		
08782			0	229B5		[戒-廾+矛]	矛	
08783						[戒-廾+早]		
08784	M013160					[(目*叉)/手]	腕	
08785	M020282		0	3E5E		[狂-王+斤]		
08786	M020322		0	3E64		[狂-王+去]	怯	
08787	M020318		0	24757		[狂-王+田]	畋	
08788	M020387		0	2477D		[狂-王+聿]		
08789	M020408		0	247B2		[狂-王+孚]		
08790						[狂-王+析]		
08791	M072388					[甬-用+疋]		
08792			0	215F1		[足-口+大]	走	
08793						[足-口+禾]	走	
08794						[邑*出*邑]		
08795	M000307		1	4EB0		[京-口+日]		
08796						[(禾/米)*占]		
08797						[佰-日+囚]	夙	
08798			1		7F3A	[卸-ㄗ+夬]	缺	
08799	M046840		0	2A016		[叔-又+鳥]	鶖	
08800	M079291					[咒-几+寸]		
08801						[咒-几+止]		
08802						[呼-丁+ㄎ]		
08803			0		225D1	[怡-台+冗]	忱	
08804	M010473		0	3914		[怡-台+付]		
08805	M059597		1	603D		[怡-台+未]		
08806	M010547		0	3922		[怡-台+有]		
08807						[怡-台+釆]		
08808						[怡-台+宜]		
08809	M010765		0	226C9		[怡-台+垂]		
08810			0	22763		[怡-台+春]		
08811	M011449		0	2292C		[怡-台+奮]	憤	
08812	M011452		0	39A5		[怡-台+憲]		
08813	M063612		0	22947		[怡-台+戰]	顫	
08814	M010669		0	3936		[怡-台+尨]		
08815			0		2295D	[怡-台+夒]		
08816	M012126		0	22B38		[抵-一+口]	括	
08817	M030371		0	26A15		[服-月+舟]	服	
08818	M049754		0	282C1		[服-月+車]	輾	
08819						[林/一/几]		
08820						[杵-十+丮]		
08821						[泳-永+夫]		
08822	M017344		0	23CDF		[泳-永+疋]		
08823	M017611		0	23D7F		[泳-永+侃]	涎	
08824	M017824		1	6E4C		[泳-永+食]	餐	
08825	M018079		0	23ECF		[泳-永+(鳥-(烈-列)+木)]	澆	
08826	M018129		0	23EDC		[泳-永+符]	泭	
08827			0	23EF3		[泳-永+頃]		
08828			0	2414B		[泳-永+竇]		
08829			0	23D7D		[泳-永+芺]	沃	
08830						[泳-永+婬]		
08831						[泳-永+爂]	漂	
08832	M025868		1	7B07		[竺-二+卞]		
08833	M026007		0	25B32		[竺-二+朵]		
08834						[竺-二+虫]		
08835	M026461		0	4245		[竺-二+執]		
08836			0	25DE5		[竺-二+鞠]		
08837	M026804		1	7C6D		[竺-二+麗]	簁	
08838						[(冰-水+刃)/木]	梁	
08839	M075319					[虎-儿+丁]	虎	
08840	M032676		0	4588		[虎-儿+匕]	虐	
08841	M032701		1	8658		[樝-木]		
08842						[(米/田)*ㄆ]	播	
08843	M032694		0	271A5		[虎-儿+甲]		
08844						[(孛-子+?)/(足-口+田)]		
08845	M042016		1	96D0		[虎-儿+隹]		
08846			0	271FD		[虎-儿+異]	虡	
08847	M039407		0	286CB		[邱-丘+里]		
08848	M039609		0	48DB		[邱-丘+桼]		
08849			0	23AD6		[(辛/豕)*殳]	毅	
08850	M040246		0	28951		[金*┤*├]	礦	
08851	M041712		0	28E82		[阿-可+函]	陷	
08852	M041772		0	49DC		[阿-可+唐]	塘	
08853	M041771		0	49DB		[阿-可+旁]		
08854	M041815		0		28EF8	[阿-可+習]	隰	
08855						[阿-可+責]		
08856						[阿-可+壹]		
08857	M041744		0	28EA8		[阿-可+咢]		
08858						[侮-母+〡]		
08859	M000472		0	2F804		[侮-母+小]	你	
08860						[冠-寸+殳]	寇	
08861	M048904		0	20503		[前-刖+ㄅ]	兮	
08862	M071896		0	22189		[前-刖+十]		
08863			1		57CC	[垣-旦+艮]	埌	
08864	M021489		0	3F24		[契-大+瓦]		
08865						[威-女+少]		
08866						[帝-巾+員]	商	
08867						[建-干+├]		
08868						[挖-乙+友]		
08869			0	23106		[施-也+衣]	旅	
08870	M035375		0	279A7		[施-方+言]	詑	
08871						[(前-刖+缶)*馬]		
08872						[柩-久+夾]		
08873	M036696		0	4769		[珍-王+貝]		
08874						[畏-田+由]	畏	
08875						[疫-几+炎]	瘦	
08876						[癸-天+艸]		
08877	M074126		0	20B29		[眉-目+又]		
08878			1	7E64		[苜/大/糸]	纂	
08879						[苑-夕+車]	範	
08880	M073925					[苟-口+用]	備	
08881	M002200		0	207D0		[倉*刃*、]	創	
08882	M002982		1	53A1		[厂@泉]		
08883	M073964		0	2695A		[叟-又+ㄎ]		
08884			0	26964		[叟-又+万]		
08885	M026968		0	25E7A		[唐-口+米]	糠	
08886	M007793		0	379C		[屐-支+委]		
08887						[庭-壬+手]	庭	
08888						[挺-壬+手]	挺	
08889	M021841		0	24C6A		[書-曰+田]	畫	
08890						[(甚-儿+人)*皮]		
08891	M078820		0	22663		[栗-木+心]	惡	
08892						[栗-木+朔]		
08893	M018065		1	6EDB		[浮-子+缶]	淫	
08894	M019271		0	24309		[烈-列+芻]	炒	
08895	M019406		0	3DF6		[烈-列+備]		
08896	M077092					[病-丙+ㄆ]		
08897	M022052		0	3F79		[病-丙+反]		
08898						[病-丙+史]		
08899			0	24DAC		[病-丙+束]		
08900	M022253		0	24DC2		[病-丙+肥]	痱	
08901	M022380		0	24E2A		[病-丙+挈]		
08902	M022384		0	24E2C		[病-丙+衰]		
08903	M022452		0	24E60		[病-丙+責]	瘠	
08904	M022535		0	24EA8		[病-丙+創]	瘡	
08905	M022515		0	24E92		[病-丙+訾]	訾	
08906	M022535		0	24EDB		[病-丙+截]	癤	
08907						[自/(夼-〡)]		
08908	M025955		0	25B18		[笑-大+夫]	矢	
08909						[漠-旲+彖]		
08910	M035339		0	279C2		[訖-乙+小]	診	
08911						[起-巳+毛]		
08912	M037170		0	27EF9		[起-巳+甬]	踊	
08913	M037234		0	27F32		[起-巳+屏]		
08914						[起-巳+頁]		
08915	M037252		0	27F4D		[起-巳+真]		
08916	M037305		0	27F7F		[起-巳+童]		
08917						[起-巳+欶]		
08918						[(虺-兀+兒)-虫+堯]		
08919	M044020		0	4B22		[飢-几+刀]	饕	
08920						[飢-几+氏]		
08921	M044126		1	9901		[飢-几+任]	飪	
08922	M044312		0	29760		[飢-几+臭]		
08923	M044434		0	297CB		[飢-几+詹]	贍	
08924	M044463		0	297E7		[飢-几+樂]		
08925			0		229E2	[乾-乙+戈]	戟	
08926	M000779		1	501D		[乾-乞+人]		
08927						[偕-白+月]		
08928	M037551		0	28040		[倏-犬+足]	跾	
08929	M021552		0	3F35		[匙-匕+瓦]		
08930						[商-儿+巾]	啻	
08931						[啜-口+舟]		
08932	M047547		0	2A266		[啗-口+鹵]		
08933	M042873		0	292C6		[堅-土+革]		
08934			0	375B		[宿-日+囚]	宿	
08935	M074991					[巢-果+山]		
08936	M036671		0	27D32		[巢-果+貝]		
08937						[強-弓+木]		
08938			0		2267A	[惚-勿+土]		
08939						[捱-圭+于]		
08940						[捱-圭+干]	托	
08941	M072709		0	22F95		[敖-士+出]	敖	
08942	M056063		1	7217		[焊-干+華]	燁	
08943						[細-十+乂]		
08944	M002147		0		207A6	[莉-禾+夾]	策	
08946						[袖-由+方]		
08947						[袖-由+亥]		
08948	M034253		0	27663		[袖-由+夷]		
08949	M034386		1	8900		[袖-由+其]		
08950	M034381		0	276B3		[袖-由+制]	製	
08951	M034370		0	463A		[袖-由+定]	綻	
08952						[袖-由+羸]		
08953	M038742		0	28467		[這-言+內]	退	
08954	M038880		1	9012		[這-言+弟]	遞	
08955	M038939		0	284F2		[這-言+侃]		
08956	M038963		0		2851B	[這-言+(虎-儿+几)]		
08957	M039154		0	285D7		[這-言+補]		
08958						[這-言+(栗-木+今)]	遷	
08959			0	48B1		[這-言+賣]		
08960						[這-言+夌]		
08961			0	28535		[這-言+彖]		
08962						[這-言+喿]		
08963	M009722		0	38A9		[釣-金+弓]		
08964						[雪-雨+甡]		
08965	M047529		0	209F8		[占@必]		
08966			1	5364		[占@乂]		
08967			1	6702		[最-又+力]		
08968						[喱-里+叔]		
08969						[飢-几+(面/且)]	饘	
08970						[飢-几+釆]	飾	
08971						[弓*(鬲-┬+十)*弓]	鬲	
08972	M011001		0	22791		[惰-月+左]	惰	
08973						[惴-而+王]	狂	
08974	M010609		0	22649		[惱-囟+山]	惱	
08975						[(哭-、)/土]		
08976	M017469		0	23D1F		[湟-王+儿]		
08977						[犀-牛+矢]	屎	
08978						[筐-王+僉]		
08979			1	7D82		[絞-父+兄]	統	
08980	M075737		0	25AB4		[絳-糸+章]		
08982						[鄉-郎+亥]		
08983						[傲-士+出]	傲	
08984						[嗑-去+三]		
08985	M004577		0	2110A		[嗑-去+既]	吃	
08986						[塞-土+了]		
08987	M016925		0	3CA6		[幹-干+毛]		
08988			0		26A7B	[幹-干+舟]	朝	
08989	M000087		1	4E35		[業-木+〡]		
08990	M019853		0	245CA		[牒-世+ㄊ]	牒	
08991						[牒-世+云]		
08992						[筷-夬+尃]		
08993	M039512		0	28715		[鄉-(朗-月)+共]	巷	
08994	M076102		0	26274		[罩-卓+十]		
08995	M008013		0	21DA9		[罩-卓+山]	岡	
08996	M028215		0	4350		[罩-卓+干]	罕	
08997						[罩-卓+助]	勖	
08998	M028414		0	2633E		[罩-卓+繯]		
08999			0	20917		[肄-聿+匕]		
09000	M049746		0	27FE4		[跳-兆+不]	跗	
09001			0	27FE8		[跳-兆+反]		
09002						[跳-兆+刖]		
09003	M065763					[跳-兆+名]		
09004	M037791		0	481E		[跳-兆+戚]	蹙	
09005	M046965		0	28119		[跳-兆+鳥]		
09006						[跳-兆+坒]		
09007						[辟-口+肉]		
09008						[道-自+尢]	送	
09009			0	203D7		[僚-小+火]	僚	
09010						[嘆-口+木]		
09011			0	4D22		[塵-土+木]	麋	
09012	M047643		1	9E90		[塵-土+吝]	麟	
09013						[寐-未+倉]		
09014						[(害*各)/土]	壑	
09015						[彰-章+吝]		
09016						[彰-章+唬]		
09017	M014157		0	3B1A		[徹-彳+日]		
09018						[慢-又+心]		
09019	M011463		0	22933		[慣-毌+臾]	憒	
09020	M013127		0	22EF4		[敲-高+屯]		
09021			1		653E	[敲-高+方]	放	
09022	M077594					[敲-高+止]	歧	
09023	M049283		0	24634		[敲-高+牛]	牧	
09024			0	22F12		[敲-高+句]	叩	
09025			1		754B	[敲-高+田]	畋	
09026	M049354		0	24F50		[敲-高+白]		
09027			1		6553	[敲-高+兌]	敓	
09028	M013241		0	3A8F		[敲-高+卑]		
09029						[敲-高+尚]	敞	
09030			0	3A94		[敲-高+林]	散	
09032	M013335		0	22FB2		[敲-高+弱]		
09033	M013361		0	22FCF		[敲-高+票]		
09034	M013423		0	2301B		[敲-高+暴]		
09035	M013388		0	22FE6		[敲-高+牚]		
09036	M013399		0	22FFE		[敲-高+喿]		
09037						[滴-十+巾]	滴	
09038						[盡-皿+火]		
09039			1	7A35		[磁-石+禾]		
09040						[稱-禾+示]	稱	
09041						[腐-付+隹]		
09042						[腐-肉+米]		
09043						[(梳-木+目)-ㄊ+(└@乂)]		
09044	M038875					[遢-羽+ㄆ]	退	
09046	M043859		0	4B0D		[颱-台+忽]		
09047						[價-貝+心]	惡	
09048	M024472		0	25574		[嘹-口+石]	礫	
09049	M009079					[噗-口+申]		
09050	M030090		0	4451		[噗-口+臣]	僕	
09051						[寮-小+火]	寮	
09052			0	21440		[樊-大+土]		
09053						[樊-大+廾]		
09054	M018477		0	23FF3		[潦-小+火]	潦	
09055			0	2676A		[膘-示+土]		
09056			0		24ABF	[褒-保+瑰]		
09057						[賡-貝+口]		
09058						[踢-勿+月]		
09059						[踏-日+田]		
09060						[駝-匕+止]		
09061			0		3D1D	[黎-ㄉ+刀]	黎	
09062	M046540		0	4C94		[彊-弓+魚]	鯨	
09063			0	22E82		[據-豕+達]	撻	
09064						[操-品+巨]		
09065	M012300		0	22BA1		[擒-离+羊]		
09066	M076086		0	2940E		[敕/韭]	齏	
09067						[整-束+牙]	整	
09068	M027146		0	25F2D		[燐-火+米]		
09070			0	26DE2		[蕈-早+心]		
09071	M013483		1	8FAC		[辦-力+文]	斑	
09072	M045279		0	29AA0		[應-心+骨]	膺	
09073						[應-倠+林]		
09074	M011408		1	61EC		[應-倠+黃]		
09075						[戲-戈+皮]		
09076	M075265					[篾-戍+伐]		
09077						[聲-耳+羊]		
09078			0	21D44		[舉-與+山]		
09079						[虧-隹+豆]		
09080			0	28F7E		[隸-木+上]	隸	
09081						[(齋-示+火)-ㄚ+了]		
09082						[薩-產+羊]	薛	
09083						[邈-儿+八]	邈	
09084						[櫓-魚+民]		
09085						[羅-隹+匕]		
09086	M028394		1	7F84		[羅-隹+卓]		
09087			0		209B8	[(率-〦)-ㄠ+言]	亂	
09088						[臘-月+骨]		
09089						[辭-辛+寸]		
09090	M019709		0	24532		[辭-辛+司]	辭	
09091						[嚶-女+鳥]		
09092	M033432		1	87A1		[蠢-春+文]	蚊	
09093	M033393		0	273AA		[蠢-春+氏]		
09094			0	274F5		[蠢-春+苗]	蠆	
09095	M033687		0	27492		[蠢-春+夆]	蜂	
09096	M036064		1	8B7C		[覽-見+言]	監	
09097	M018776		1	7053		[戀-心+水]		
09098	M012470		0	22C65		[擭-雈+帚]		
09099						[蠹-石+虫]	蠹	
09100	M067398		1	7CF3		[鑿-金+米]		
09101						[鸚-女+隹]		
09102	M034080		0	275FF		[彳*率*亍]		
09103	M034065		0	275F8		[彳*戔*亍]		
09104	M010636		0	22674		[旡/心/ㄆ]	愛	
09105						[爿-〡+厲]		
09106			0	2456B		[爿-〡+厂]		
09107						[夗-夕+月]		
09108						[(耜-耒)*頁*(耜-耒)]	囂	
09109	M000534		0	201F2		[优-尢+木]	休	
09110						[(ㄇ@(人*人))/口/肉]		
09111						[佸-口+目]		
09112	M050723					[佫-口+用]	備	
09113	M000737		1	4FFB		[佫-口+田]	備	
09114			1		530B	[匋-山+止]	匋	
09115	M010605		1	6071		[怳-口+公]	悅	
09116						[瓝-勺+血]		
09117	M077892					[甾-十+乂]		
09118	M003744		0	20CEE		[扃-戶+右]	喬	
09119						[玸-土+向]	皰	
09120	M039046		1	905F		[迡-匕+辛]	遲	
09121						[髟/民/日]		
09122						[抏-兀+(尸@巾)]		
09123	M015434		0	3BC7		[梐-比+非]	梐	
09124						[梣-今+王]	枉	
09125	M074657					[紿-口+月]	絹	
09126						[莁-┴+十]		
09127	M039014		0	2852B		[逡-ㄙ+日]	退	
09128						[喤-王+本]	嗥	
09129	M006525		1	5AA0		[堶-土+女]		
09130						[媏-而+頁]		
09131	M023015		0	4004		[寍-心+必]		
09132						[棱-土+ㄓ]		
09133						[椔-田+ㄆ]	拶	
09134	M014803		1	6870		[柢-一+口]	栝	
09135	M006429		1	5A63		[棩-木+女]	姻	
09136	M000273		1	4E9D		[絫-糸+二]	齊	
09137						[詀-口+乙]	訖	
09138						[鄄-西+己]		
09139	M030489		0	26A69		[媵-月+舟]	媵	
09140						[廅-去+太]		
09141	M025129		0	26CEB		[萩-火+欠]		
09143						[愨-心+未]	穀	
09144						[馝-禾+黍]		
09145						[憭-小+火]	憭	
09147						[璊-王+弓]		
09148						[蓲-品+一]	芒	
09149	M035717		0	27A6F		[蝷-虫+言]	訴	
09150						[檄-木+身]		
09151	M015760		0	3BFB		[橐-石+豕]		
09152						[燋-隹+雀]		
09153						[皻-皮+齒]		
09154	M035567		0	27A1A		[諲-西+日]		
09155						[諻-王+土]		
09156	M051061		0	3B86		[檎-离+羊]	櫱	
09157						[木*(堊-王+田)]	榴	
09158	M027793		0	260E0		[繢-貝+田]	緇	
09159	M032602		0	27145		[蘤-白+貝]	華	
09160						[謵-白+尒]	謬	
09161						[譇-者+干]	誇	
09162	M036985		0	25AD4		[竷-ㄆ+貝]	贛	
09163						[翿-吋+可]		
09164	M034805		0	4678		[覹-微+寸]		
09165	M015706		0	23725		[譥-言+木]	檄	
09166						[鬻-米+(烈-列+羊)]	羹	
09167			0	216B6		[(└@人)/女]	妄	
09168			0		3900	[(└@人)/心]	忘	
09169						[(└@人)/明]		
09170	M079246					[(└@口)/目]		
09171						[(└@乂)/明]		
09172						[(ㄇ@人)/免]	冕	
09173						[(壹-豆+方)*毛]		
09174						[(一/血)*半]		
09175						[(上/示)*頁]	穎	
09176						[(口*口)/貝]		
09177						[(口*巨)/木]		
09178						[(口/米)*殳]		
09179						[(土/魚)*ㄆ]		
09180						[(士/几)*殳]		
09181						[(夕/火)*巢]		
09182						[(工/木)*芸]	耘	
09183						[(犀-牛)-〡+└]		
09184						[(廿*├)/(?@貝)]		
09185						[(文/巾)*爪]		
09186	M050992					[(┐@一)/豕]		
09187	M012017		0	22AEA		[拏-女+月]	腕	
09188						[(木/木)*戈]		
09189						[(水/水)*頁]		
09190						[(牙*ㄆ)/韭]	齏	
09191						[(牛*ㄉ)/刀]		
09192			0		249DA	[(王*匆)/心]		
09193						[(石*又)/聿]	肇	
09194	M002028		1	5253		[(禾*ㄉ)/刀]	剺	
09195			1	669C		[(立*立)/日]	普	
09196						[(而/而)*免]		
09197						[(束*束)/日]	曹	
09198						[(角*羊)/心]		
09199	M036900		1	8D01		[(貝/貝)*ㄆ]	敗	
09200						[(來*力)/正]	整	
09201	M077655		0		22FE8	[(林/月)*ㄆ]	散	
09202	M042158		0	2903C		[(林/隹)*ㄆ]		
09203	M073025		0	2665A		[(看-目)*月]	朔	
09204						[(食/酉)*欠]		
09205						[(哭-、)/王]		
09206	M036808		0	27D9C		[(商-口)/貝]		
09207						[(崖-山)*頁]		
09208	M013828		1	661A		[(嘹-口)-小]	慎	
09209			0		3C89	[愨-心+卵]		
09210			1		81BA	[(應-心)/肉]	膺	
09211	M045279		0		29AA0	[(應-心)/骨]	膺	
09212	M027325		0	221C1		[(顯-頁)-日]	絲	
09213			0	22750		[(彳*幵)/心]	愆	
09214						[(网-ㄨ)*鬼]		
09215			0		26280	[(网-ㄨ)/亡]		
09216						[(网-ㄨ)/山]		
09217						[(网-ㄨ)/紙]		
09218						[(壴*皮)/口]		
09219						[(壴*皮)/革]		
09220	M030121		0	26914		[(櫋-木)-八]		
09221	M050051		0		206A3	[(鯬-魚)-禾]	刀	
09222	M072623					[├/(司-口)]		
09223						[└@(┐/┐)]		
09224	M077258					[└@(耜-耒)]		
09225						[卄/(急-心)]		
09226						[卄/(网-ㄨ)]		
09227						[一/(尸@肉)]		
09228						[乙@(、*、)]		
09229	M058106					[几@(、/、)]		
09230						[口*(寂-又)]		
09231						[(黍-(企-止))*ㄉ]		
09232			0		21275	[土*(└@士)]	兆	
09233						[土*(土/異)]		
09234						[土*(公/儿)]		
09235						[土*(米/井)]		
09236			0	213F0		[土*(米/弁)]		
09237						[士/(同-口)]		
09238	M070856		0	21589		[夕*(ㄗ@、)]	卵	
09239			0	215E2		[大/(舛-夕)]	夸	
09240						[(概-木+彳)-旡+丸]		
09241	M006515		0	217A6		[女*(旬/子)]	惸	
09242			0		21C98	[尸@(水/水)]		
09243						[山/(獻-七)]		
09244						[巾*(土/心)]		
09245						[云/(厂@米)]		
09246						[夭/(目*月)]		
09247	M072812					[方*(企-止)]		
09248						[暯-旲+奔]		
09249						[暯-旲+雨]		
09250						[月*(ㄗ@、)]		
09251						[膗-隹+虫]		
09252						[月*(羽/尒)]	膠	
09253						[月*(而/火)]		
09254						[杭-〦+ㄊ]		
09255						[梣-今+牛]		
09256						[木*(戊@臣)]		
09257						[木*(共/未)]		
09258						[止/(力*力)]		
09260						[片*(厂@干)]		
09261						[王*(千/止)]	寶	
09262	M036375		0	27C3D		[凹/(豕-一)]	兕	
09263						[不-一+四]	罘	
09264						[目*(田/恭)]		
09265						[目*(宜/八)]		
09266						[示*(一/日)]		
09267						[禾*(└@人)]		
09268			0	257C4		[禾*(田/乃)]	稷	
09269						[多*(厂@火)]		
09270						[并*(刃/一)]		
09271						[此/(人*人)]		
09272	M003828		1	5559		[此/(口*口)]	呰	
09273						[耳*(而/而)]		
09274	M075133					[舟-(白-日)]		
09275						[虫*(屮/干)]	蚌	
09276	M032861		0	2723F		[虫*(网-ㄨ)]		
09277						[(敲-高+糸)/皿]		
09278						[車*(囗@乂)]		
09279			0	20B2A		[受-(冗-几)]		
09280						[金*(└@人)]	鋩	
09281						[門@(亞*斤)]		
09282	M003056		1	53B5		[原/(原*原)]		
09283						[哭/(└@人)]	喪	
09284						[馬*(中/又)]		
09285	M045180		0	29A43		[骨*(大/干)]		
09286			0	25F05		[(犛-未+牙)-牛+米]		
09287	M001477		0		34B8	[隊-(阿-可)]		
09288						[黍*(刀/刀)]		
09289			0	22693		[愍-(弋-、)]		
09290						[穀-(一/禾)]		
09291	M072253		0	4674		[遷-(這-言)]		
09292						[(衛-(舛-夕)+(一/巾))/心]		
09293	M075470					[襄-(口*口)]	衰	
09294	M075047		1	81F1		[櫋-木]		
09295						[囗@(卄/卄)]		
09296						[囗@(林/林)]		
09297						[屮/(艸-屮)]		
09298	M010132		0	224FC		[彳*(目/匕)]	很	
09299						[彳*(哉/心)]		
09300			0		22750	[彳*(幵/心)]	愆	
09301	M070149		0	2E84		[丮-(舉-與)]		
09302						[桼*(ㄗ@、)]	膝	
09303	M036176		0	27BA3		[賏/(言*言)]		
09304						[韱-(人*人)]		
09305	M025161		0	25802		[穟-(這-言)]	穟	
09306						[蘘-(口*口)]		
09307			0	282A2		[十/田/〦/ㄙ]		
09308						[廿/由/八/土]		
09309						[日/出/大/手]		
09310						[髟/大/日/小]		
09311			0		217EE	[(〡*臣*巳)/女]		
09312	M003094		0	20AF9		[(ㄙ*ㄙ)/田/十]	單	
09313	M050840					[(ㄠ*言*ㄠ)/十]	率	
09314						[(口*〡*人)/兀]	兕	
09315						[(口*口)/凵/儿]	兕	
09316						[(口/口)*共*邑]	巷	
09317						[(大/山/巾)*羽]		
09318						[(企-止+爾)/土]		
09319			0	24AC6		[企-止+璽]	璽	
09320						[(利-禾+萌)/耳]	聵	
09321						[(谷-口+几)*皮]		
09322						[(受-又+ㄆ)*辛]	辭	
09323						[(虎-儿+目)*又]		
09324	M032780		0	271FE		[(虎-儿+隹)*兮]	虧	
09325						[(采-木+ㄎ)*頁]		
09326						[(侯-矢+天)*頁]		
09327						[(茲-卄)/一/正]		
09328						[(巢-果+缶)*宁]		
09329						[(魅-ㄙ)-未+堯]		
09330						[(跳-兆+鳥)/而]		
09331			0	242BD		[(嘹-口)-小+火]	燎	
09332						[(魅-ㄙ)-未+勿]		
09333						[(餐-食)-又+凶]		
09334	M016401		0	239D5		[(餐-食)-又+夭]	殀	
09335	M016425					[(餐-食)-又+冬]		
09336	M016541					[(餐-食)-又+臭]		
09337	M023615		0	25287		[(臨-品+二)/目]		
